UID,發佈統計日期,縣市,年齡層,第1劑接種率,第2劑接種率,基礎加強劑接種率,第1次追加劑接種率,第2次追加劑接種率,第3次追加劑接種率,第4次追加劑接種率,第5次追加劑接種率
2809,2023-07-02,台北市,12-17歲,90.50,83.60,0.10,62.40,8.50,0.00,0.00,0.00
2810,2023-07-02,台北市,18-29歲,91.30,88.60,0.30,77.30,13.80,0.00,0.00,0.00
2811,2023-07-02,台北市,30-49歲,90.40,88.20,0.50,80.80,23.90,0.00,0.00,0.00
2812,2023-07-02,台北市,50-64歲,87.20,85.10,0.50,78.00,32.10,0.00,0.00,0.00
2813,2023-07-02,台北市,65-74歲,84.80,82.80,0.60,76.90,41.40,13.40,0.00,0.00
2814,2023-07-02,台北市,75歲以上,82.00,79.00,0.80,71.80,41.10,13.50,0.00,0.00
3061,2023-06-25,台北市,全區,85.60,81.70,0.60,70.90,25.20,0.00,0.00,0.00
3062,2023-06-25,台北市,6個月-4歲,41.40,25.80,3.90,0.40,0.00,0.00,0.00,0.00
3063,2023-06-25,台北市,5-11歲,75.50,58.70,0.40,19.90,0.20,0.00,0.00,0.00
3064,2023-06-25,台北市,12-17歲,90.50,83.60,0.10,62.50,8.50,0.00,0.00,0.00
3065,2023-06-25,台北市,18-29歲,91.40,88.60,0.30,77.40,13.80,0.00,0.00,0.00
3066,2023-06-25,台北市,30-49歲,90.40,88.20,0.50,80.80,23.90,0.00,0.00,0.00
3067,2023-06-25,台北市,50-64歲,87.20,85.10,0.50,78.00,32.20,0.00,0.00,0.00
3068,2023-06-25,台北市,65-74歲,84.70,82.70,0.60,76.80,41.30,13.40,0.00,0.00
3069,2023-06-25,台北市,75歲以上,81.90,78.90,0.80,71.70,41.10,13.50,0.00,0.00
3316,2023-06-18,台北市,全區,85.70,81.80,0.60,70.90,25.20,0.00,0.00,0.00
3317,2023-06-18,台北市,6個月-4歲,41.70,25.90,3.90,0.40,0.00,0.00,0.00,0.00
3318,2023-06-18,台北市,5-11歲,75.60,58.80,0.40,20.00,0.20,0.00,0.00,0.00
3319,2023-06-18,台北市,12-17歲,90.50,83.70,0.10,62.60,8.50,0.00,0.00,0.00
3320,2023-06-18,台北市,18-29歲,91.50,88.70,0.30,77.40,13.80,0.00,0.00,0.00
3321,2023-06-18,台北市,30-49歲,90.40,88.30,0.50,80.90,23.90,0.00,0.00,0.00
3322,2023-06-18,台北市,50-64歲,87.30,85.10,0.50,78.10,32.10,0.00,0.00,0.00
3323,2023-06-18,台北市,65-74歲,84.70,82.60,0.60,76.80,41.30,13.40,0.00,0.00
3324,2023-06-18,台北市,75歲以上,81.80,78.80,0.80,71.60,41.00,13.40,0.00,0.00
3571,2023-06-10,台北市,全區,85.80,81.90,0.60,71.00,25.20,0.00,0.00,0.00
3572,2023-06-10,台北市,6個月-4歲,41.70,25.90,3.90,0.40,0.00,0.00,0.00,0.00
3573,2023-06-10,台北市,5-11歲,75.60,58.80,0.40,20.00,0.20,0.00,0.00,0.00
3574,2023-06-10,台北市,12-17歲,90.70,83.90,0.10,62.90,8.50,0.00,0.00,0.00
3575,2023-06-10,台北市,18-29歲,91.40,88.70,0.30,77.40,13.80,0.00,0.00,0.00
3576,2023-06-10,台北市,30-49歲,90.50,88.40,0.50,81.00,24.00,0.00,0.00,0.00
3577,2023-06-10,台北市,50-64歲,87.40,85.20,0.50,78.20,32.20,0.00,0.00,0.00
3578,2023-06-10,台北市,65-74歲,85.10,83.00,0.60,77.10,41.50,13.40,0.00,0.00
3579,2023-06-10,台北市,75歲以上,82.30,79.20,0.80,72.00,41.20,13.50,0.00,0.00
3826,2023-06-03,台北市,全區,85.80,81.90,0.60,71.00,25.20,0.00,0.00,0.00
3827,2023-06-03,台北市,6個月-4歲,41.90,26.00,3.90,0.30,0.00,0.00,0.00,0.00
3828,2023-06-03,台北市,5-11歲,75.70,58.90,0.40,20.00,0.20,0.00,0.00,0.00
3829,2023-06-03,台北市,12-17歲,90.80,84.00,0.10,63.00,8.50,0.00,0.00,0.00
3830,2023-06-03,台北市,18-29歲,91.50,88.70,0.30,77.50,13.80,0.00,0.00,0.00
3831,2023-06-03,台北市,30-49歲,90.50,88.40,0.50,81.00,23.90,0.00,0.00,0.00
3832,2023-06-03,台北市,50-64歲,87.40,85.30,0.50,78.20,32.20,0.00,0.00,0.00
3833,2023-06-03,台北市,65-74歲,85.00,83.00,0.60,77.10,41.50,13.40,0.00,0.00
3834,2023-06-03,台北市,75歲以上,82.20,79.20,0.80,71.90,41.20,13.40,0.00,0.00
4081,2023-05-27,台北市,全區,85.80,81.90,0.60,71.10,25.10,0.00,0.00,0.00
4082,2023-05-27,台北市,6個月-4歲,42.00,26.10,3.80,0.20,0.00,0.00,0.00,0.00
4083,2023-05-27,台北市,5-11歲,75.80,59.00,0.40,20.00,0.20,0.00,0.00,0.00
4084,2023-05-27,台北市,12-17歲,90.70,84.00,0.10,63.10,8.50,0.00,0.00,0.00
4085,2023-05-27,台北市,18-29歲,91.60,88.80,0.30,77.50,13.70,0.00,0.00,0.00
4086,2023-05-27,台北市,30-49歲,90.60,88.40,0.50,81.00,23.90,0.00,0.00,0.00
4087,2023-05-27,台北市,50-64歲,87.40,85.30,0.50,78.20,32.20,0.00,0.00,0.00
4088,2023-05-27,台北市,65-74歲,84.90,82.90,0.60,77.00,41.40,13.30,0.00,0.00
4089,2023-05-27,台北市,75歲以上,82.20,79.10,0.80,71.80,41.10,13.40,0.00,0.00
4336,2023-04-30,台北市,全區,86.00,82.10,0.60,71.20,25.10,0.00,0.00,0.00
4337,2023-04-30,台北市,6個月-4歲,42.50,26.20,3.70,0.00,0.00,0.00,0.00,0.00
4338,2023-04-30,台北市,5-11歲,76.20,59.30,0.30,20.10,0.10,0.00,0.00,0.00
4339,2023-04-30,台北市,12-17歲,91.00,84.40,0.10,63.80,8.60,0.00,0.00,0.00
4340,2023-04-30,台北市,18-29歲,91.60,88.80,0.30,77.50,13.70,0.00,0.00,0.00
4341,2023-04-30,台北市,30-49歲,90.70,88.50,0.50,81.10,23.80,0.00,0.00,0.00
4342,2023-04-30,台北市,50-64歲,87.60,85.40,0.50,78.30,32.20,0.00,0.00,0.00
4343,2023-04-30,台北市,65-74歲,85.30,83.30,0.60,77.40,41.60,13.30,0.00,0.00
4344,2023-04-30,台北市,75歲以上,82.30,79.20,0.80,71.90,41.10,13.20,0.00,0.00
4591,2023-04-24,台北市,全區,86.00,82.10,0.60,71.20,25.00,0.00,0.00,0.00
4592,2023-04-24,台北市,6個月-4歲,42.60,26.20,3.70,0.00,0.00,0.00,0.00,0.00
4593,2023-04-24,台北市,5-11歲,76.20,59.40,0.30,20.10,0.10,0.00,0.00,0.00
4594,2023-04-24,台北市,12-17歲,91.00,84.40,0.10,63.90,8.60,0.00,0.00,0.00
4595,2023-04-24,台北市,18-29歲,91.70,88.90,0.30,77.60,13.60,0.00,0.00,0.00
4596,2023-04-24,台北市,30-49歲,90.70,88.60,0.50,81.10,23.80,0.00,0.00,0.00
4597,2023-04-24,台北市,50-64歲,87.60,85.40,0.50,78.30,32.10,0.00,0.00,0.00
4598,2023-04-24,台北市,65-74歲,85.30,83.20,0.60,77.30,41.60,13.20,0.00,0.00
4599,2023-04-24,台北市,75歲以上,82.20,79.10,0.80,71.80,41.00,13.20,0.00,0.00
4846,2023-04-17,台北市,全區,86.10,82.10,0.60,71.20,25.00,0.00,0.00,0.00
4847,2023-04-17,台北市,6個月-4歲,42.90,26.30,3.60,0.00,0.00,0.00,0.00,0.00
4848,2023-04-17,台北市,5-11歲,76.30,59.50,0.30,20.10,0.10,0.00,0.00,0.00
4849,2023-04-17,台北市,12-17歲,91.00,84.50,0.10,64.00,8.60,0.00,0.00,0.00
4850,2023-04-17,台北市,18-29歲,91.70,88.90,0.30,77.60,13.60,0.00,0.00,0.00
4851,2023-04-17,台北市,30-49歲,90.80,88.60,0.50,81.20,23.70,0.00,0.00,0.00
4852,2023-04-17,台北市,50-64歲,87.60,85.50,0.50,78.30,32.10,0.00,0.00,0.00
4853,2023-04-17,台北市,65-74歲,85.20,83.20,0.60,77.30,41.50,13.10,0.00,0.00
4854,2023-04-17,台北市,75歲以上,82.20,79.10,0.80,71.70,41.00,13.10,0.00,0.00
5101,2023-04-10,台北市,全區,86.10,82.10,0.60,71.20,25.00,0.00,0.00,0.00
5102,2023-04-10,台北市,6個月-4歲,43.10,26.40,3.50,0.00,0.00,0.00,0.00,0.00
5103,2023-04-10,台北市,5-11歲,76.40,59.60,0.30,20.00,0.10,0.00,0.00,0.00
5104,2023-04-10,台北市,12-17歲,91.00,84.60,0.10,64.20,8.60,0.00,0.00,0.00
5105,2023-04-10,台北市,18-29歲,91.80,89.00,0.30,77.70,13.60,0.00,0.00,0.00
5106,2023-04-10,台北市,30-49歲,90.80,88.60,0.50,81.20,23.60,0.00,0.00,0.00
5107,2023-04-10,台北市,50-64歲,87.60,85.50,0.50,78.30,32.00,0.00,0.00,0.00
5108,2023-04-10,台北市,65-74歲,85.20,83.20,0.60,77.30,41.50,13.10,0.00,0.00
5109,2023-04-10,台北市,75歲以上,82.20,79.10,0.80,71.70,40.90,13.00,0.00,0.00
5356,2023-04-05,台北市,全區,86.30,82.40,0.60,71.40,25.00,0.00,0.00,0.00
5357,2023-04-05,台北市,6個月-4歲,42.70,26.10,3.40,0.00,0.00,0.00,0.00,0.00
5358,2023-04-05,台北市,5-11歲,76.30,59.50,0.30,19.90,0.10,0.00,0.00,0.00
5359,2023-04-05,台北市,12-17歲,91.30,84.80,0.10,64.40,8.60,0.00,0.00,0.00
5360,2023-04-05,台北市,18-29歲,91.40,88.60,0.30,77.30,13.50,0.00,0.00,0.00
5361,2023-04-05,台北市,30-49歲,90.80,88.60,0.50,81.20,23.60,0.00,0.00,0.00
5362,2023-04-05,台北市,50-64歲,87.90,85.70,0.50,78.60,32.10,0.00,0.00,0.00
5363,2023-04-05,台北市,65-74歲,86.40,84.30,0.60,78.40,42.10,13.20,0.00,0.00
5364,2023-04-05,台北市,75歲以上,83.00,79.90,0.80,72.50,41.30,13.00,0.00,0.00
5611,2023-03-27,台北市,全區,86.30,82.40,0.60,71.30,24.90,0.00,0.00,0.00
5612,2023-03-27,台北市,6個月-4歲,42.90,26.10,3.30,0.00,0.00,0.00,0.00,0.00
5613,2023-03-27,台北市,5-11歲,76.40,59.50,0.20,19.90,0.10,0.00,0.00,0.00
5614,2023-03-27,台北市,12-17歲,91.30,84.90,0.10,64.50,8.60,0.00,0.00,0.00
5615,2023-03-27,台北市,18-29歲,91.50,88.70,0.30,77.30,13.40,0.00,0.00,0.00
5616,2023-03-27,台北市,30-49歲,90.90,88.70,0.50,81.20,23.50,0.00,0.00,0.00
5617,2023-03-27,台北市,50-64歲,87.90,85.80,0.50,78.60,32.00,0.00,0.00,0.00
5618,2023-03-27,台北市,65-74歲,86.30,84.30,0.60,78.30,42.00,13.10,0.00,0.00
5619,2023-03-27,台北市,75歲以上,82.90,79.70,0.80,72.30,41.20,12.90,0.00,0.00
5866,2023-03-20,台北市,全區,86.10,82.10,0.60,71.20,25.00,0.00,0.00,0.00
5867,2023-03-20,台北市,6個月-4歲,43.10,26.40,3.50,0.00,0.00,0.00,0.00,0.00
5868,2023-03-20,台北市,5-11歲,76.40,59.60,0.30,20.00,0.10,0.00,0.00,0.00
5869,2023-03-20,台北市,12-17歲,91.00,84.60,0.10,64.20,8.60,0.00,0.00,0.00
5870,2023-03-20,台北市,18-29歲,91.80,89.00,0.30,77.70,13.60,0.00,0.00,0.00
5871,2023-03-20,台北市,30-49歲,90.80,88.60,0.50,81.20,23.60,0.00,0.00,0.00
5872,2023-03-20,台北市,50-64歲,87.60,85.50,0.50,78.30,32.00,0.00,0.00,0.00
5873,2023-03-20,台北市,65-74歲,85.20,83.20,0.60,77.30,41.50,13.10,0.00,0.00
5874,2023-03-20,台北市,75歲以上,82.20,79.10,0.80,71.70,40.90,13.00,0.00,0.00
6121,2023-03-13,台北市,全區,86.40,82.40,0.60,71.30,24.40,0.00,0.00,0.00
6122,2023-03-13,台北市,6個月-4歲,43.20,26.00,3.10,0.00,0.00,0.00,0.00,0.00
6123,2023-03-13,台北市,5-11歲,76.60,59.50,0.20,19.60,0.10,0.00,0.00,0.00
6124,2023-03-13,台北市,12-17歲,91.30,84.90,0.10,64.60,8.50,0.00,0.00,0.00
6125,2023-03-13,台北市,18-29歲,91.60,88.80,0.30,77.30,13.10,0.00,0.00,0.00
6126,2023-03-13,台北市,30-49歲,90.90,88.70,0.50,81.20,23.10,0.00,0.00,0.00
6127,2023-03-13,台北市,50-64歲,87.90,85.80,0.50,78.50,31.20,0.00,0.00,0.00
6128,2023-03-13,台北市,65-74歲,86.20,84.10,0.60,78.10,41.30,12.50,0.00,0.00
6129,2023-03-13,台北市,75歲以上,82.80,79.60,0.80,72.10,40.70,12.30,0.00,0.00
6376,2023-03-06,台北市,全區,86.40,82.40,0.60,71.20,24.20,0.00,0.00,0.00
6377,2023-03-06,台北市,6個月-4歲,43.30,25.80,3.00,0.00,0.00,0.00,0.00,0.00
6378,2023-03-06,台北市,5-11歲,76.60,59.40,0.20,18.90,0.00,0.00,0.00,0.00
6379,2023-03-06,台北市,12-17歲,91.30,84.90,0.10,64.70,8.50,0.00,0.00,0.00
6380,2023-03-06,台北市,18-29歲,91.70,88.80,0.30,77.30,13.00,0.00,0.00,0.00
6381,2023-03-06,台北市,30-49歲,91.00,88.80,0.50,81.20,22.80,0.00,0.00,0.00
6382,2023-03-06,台北市,50-64歲,87.90,85.80,0.50,78.50,30.70,0.00,0.00,0.00
6383,2023-03-06,台北市,65-74歲,86.20,84.10,0.60,78.10,40.90,12.00,0.00,0.00
6384,2023-03-06,台北市,75歲以上,82.80,79.60,0.80,72.00,40.40,11.80,0.00,0.00
6631,2023-02-28,台北市,全區,86.40,82.40,0.60,71.20,23.90,0.00,0.00,0.00
6632,2023-02-28,台北市,6個月-4歲,43.40,25.70,2.90,0.00,0.00,0.00,0.00,0.00
6633,2023-02-28,台北市,5-11歲,76.70,59.40,0.20,18.60,0.10,0.00,0.00,0.00
6634,2023-02-28,台北市,12-17歲,91.30,84.90,0.10,64.70,8.40,0.00,0.00,0.00
6635,2023-02-28,台北市,18-29歲,91.70,88.80,0.30,77.30,12.80,0.00,0.00,0.00
6636,2023-02-28,台北市,30-49歲,91.00,88.80,0.50,81.20,22.60,0.00,0.00,0.00
6637,2023-02-28,台北市,50-64歲,88.00,85.80,0.50,78.40,30.30,0.00,0.00,0.00
6638,2023-02-28,台北市,65-74歲,86.10,84.00,0.60,78.00,40.60,11.60,0.00,0.00
6639,2023-02-28,台北市,75歲以上,82.70,79.50,0.80,71.90,40.10,11.40,0.00,0.00
6886,2023-02-20,台北市,全區,86.40,82.40,0.60,71.10,23.50,0.00,0.00,0.00
6887,2023-02-20,台北市,6個月-4歲,43.60,25.40,2.70,0.00,0.00,0.00,0.00,0.00
6888,2023-02-20,台北市,5-11歲,76.80,59.30,0.20,18.40,0.10,0.00,0.00,0.00
6889,2023-02-20,台北市,12-17歲,91.40,84.90,0.10,64.70,8.30,0.00,0.00,0.00
6890,2023-02-20,台北市,18-29歲,91.80,88.90,0.30,77.30,12.60,0.00,0.00,0.00
6891,2023-02-20,台北市,30-49歲,91.00,88.80,0.50,81.20,22.20,0.00,0.00,0.00
6892,2023-02-20,台北市,50-64歲,88.00,85.80,0.50,78.40,29.60,0.00,0.00,0.00
6893,2023-02-20,台北市,65-74歲,86.10,84.00,0.60,77.90,40.20,10.90,0.00,0.00
6894,2023-02-20,台北市,75歲以上,82.40,79.20,0.80,71.70,39.70,10.80,0.00,0.00
7141,2023-02-13,台北市,全區,86.40,82.30,0.50,71.10,23.30,0.00,0.00,0.00
7142,2023-02-13,台北市,6個月-4歲,43.70,25.00,2.50,0.00,0.00,0.00,0.00,0.00
7143,2023-02-13,台北市,5-11歲,76.90,59.30,0.10,18.20,0.10,0.00,0.00,0.00
7144,2023-02-13,台北市,12-17歲,91.40,85.00,0.10,64.70,8.20,0.00,0.00,0.00
7145,2023-02-13,台北市,18-29歲,91.80,88.90,0.30,77.30,12.30,0.00,0.00,0.00
7146,2023-02-13,台北市,30-49歲,91.10,88.90,0.50,81.10,21.80,0.00,0.00,0.00
7147,2023-02-13,台北市,50-64歲,88.00,85.80,0.50,78.40,29.40,0.00,0.00,0.00
7148,2023-02-13,台北市,65-74歲,86.10,84.00,0.60,77.90,40.00,10.70,0.00,0.00
7149,2023-02-13,台北市,75歲以上,82.30,79.10,0.80,71.50,39.50,10.50,0.00,0.00
7396,2023-02-06,台北市,全區,86.70,82.60,0.50,71.20,23.10,0.00,0.00,0.00
7397,2023-02-06,台北市,6個月-4歲,43.40,24.40,2.30,0.00,0.00,0.00,0.00,0.00
7398,2023-02-06,台北市,5-11歲,77.10,59.30,0.10,17.90,0.10,0.00,0.00,0.00
7399,2023-02-06,台北市,12-17歲,91.70,85.20,0.10,64.90,8.00,0.00,0.00,0.00
7400,2023-02-06,台北市,18-29歲,91.90,89.00,0.30,77.30,12.00,0.00,0.00,0.00
